"logFC","logCPM","PValue","FDR","ID"
2.11742871467375,3.19292073571911,5.04099966962115e-12,7.66853996216006e-11,"10017"
2.11644637471413,3.80546985732939,2.6666268477576e-15,5.65021324828997e-14,"6111"
2.11452532964558,4.04979111880958,7.29639047889553e-17,1.78968957676785e-15,"7964"
2.11437213106609,3.43118459266557,3.00372125067913e-13,5.10982508460065e-12,"12447"
2.11308721824918,5.72369806362766,5.63477729605117e-24,2.39857055976528e-22,"3987"
2.1067563041227,4.58620846737258,1.30098217526248e-19,3.92673236841942e-18,"2972"
2.09834734379575,2.63866039374133,2.40587235473161e-08,2.37645612146616e-07,"2176"
2.09366848848235,2.87338964633555,1.34378729447808e-09,1.53963800758397e-08,"2258"
2.09315314804995,3.03978913991426,1.29604471820847e-10,1.67269945446553e-09,"1713"
2.09113463810319,3.30538410143788,1.75591001533759e-12,2.7710682993503e-11,"12753"
2.08808966424108,1.76175028398051,0.000979224852780132,0.00430936111034557,"13321"
2.08808149671709,3.0049657754912,1.4502060103069e-10,1.85651794374083e-09,"5362"
2.0867055193611,4.31431674931381,9.17541933474168e-18,2.40269429062167e-16,"16193"
2.08237560016059,2.43183402683615,3.3691944251862e-07,2.82594728533693e-06,"4604"
2.08057152385058,7.05321644153065,3.17823100831662e-26,1.59205054598657e-24,"7098"
2.07901754116606,3.72929518856385,8.11549021307243e-15,1.63385558531474e-13,"8774"
2.07746473690081,5.4473396826202,1.75780451723299e-22,6.59524086159451e-21,"15848"
2.07524618200369,1.9863271198427,9.14524596566705e-05,0.000512311875651192,"3448"
2.07340209392877,6.55580664541985,2.45674130986966e-25,1.13482320603103e-23,"5739"
2.07024252251579,2.6348437807088,2.92035403812845e-08,2.84907098735194e-07,"5978"
2.06638645546678,4.00329993060631,4.27845714000543e-16,9.83371777276066e-15,"2477"
2.06616391500758,4.05666367418171,2.2665115118084e-16,5.32546052619833e-15,"15786"
2.06591656621243,3.75289292289869,8.88322786149308e-15,1.7808667471008e-13,"6251"
2.0614370315188,6.55611874862302,3.62346211082722e-25,1.65762477527843e-23,"6113"
2.05946462463686,3.13229116227613,3.98649036651762e-11,5.42534190740767e-10,"1474"
2.05594340346982,3.41439253984115,1.34073802679288e-12,2.13360531757442e-11,"665"
2.05567402943327,1.7382058626137,0.00209509634836251,0.00842520740810468,"17783"
2.05269258799066,2.53942257174707,1.77224802847932e-07,1.55553068981414e-06,"4684"
2.05268871614139,3.08461443553645,8.14966305633498e-11,1.07222004937297e-09,"4521"
2.05217234267318,2.80001657843444,4.93641479594969e-09,5.26800645874676e-08,"7007"
2.05125801215948,4.57388158320924,1.39168481431576e-18,3.86839475838722e-17,"10845"
2.0481717604024,2.94393448943668,3.88052658298139e-10,4.73773615291973e-09,"15565"
2.04773035657061,6.02848135261578,1.09948967087365e-23,4.49866625033108e-22,"9133"
